,item,Q1,Q2,Q3,Q4,units_total,avg_price,cluster_hdbscan,cluster_kmeans
45,ACCESORIES_1_046,0.3921591513375132,0.23906553751885168,0.1581052323661058,0.21067007877752927,2184,25.14822948717949,-1,2
46,ACCESORIES_1_047,0.2700263685670358,0.25230809976287893,0.2403320255068178,0.23733350616326748,14498,2.2930225617326525,1,3
47,ACCESORIES_1_048,0.2834034594812728,0.2630667352809271,0.23034242415764553,0.22318738108015465,75254,0.6253977981236878,1,3
48,ACCESORIES_1_049,0.28223664489323586,0.22958537531864268,0.20782588691293646,0.28035209287518503,4316,10.608962557924002,1,0
49,ACCESORIES_1_050,0.26123100475157146,0.2541881098282809,0.2317848735952104,0.2527960118249373,8653,13.821337559228015,1,2
50,ACCESORIES_1_051,0.23040935672514617,0.23937621832358674,0.2596491228070175,0.2705653021442495,2565,7.9534,1,3
51,ACCESORIES_1_052,0.2773925316805253,0.2726903132766715,0.21424626430609675,0.23567089073670644,887,7.818900563697859,1,3
52,ACCESORIES_1_053,0.2106763352568828,0.25317131453847525,0.29078380405216464,0.24536854615247733,3172,5.278003530895335,1,3
53,ACCESORIES_1_054,0.2957767518619424,0.21443814509990827,0.18697316099844216,0.30281194203970724,948,3.9445162447257385,1,0
54,ACCESORIES_1_055,0.2301848413065858,0.2613764543740314,0.24991955886161402,0.2585191454577687,20254,11.25302795497186,1,2
55,ACCESORIES_1_056,0.23944369131897378,0.2797107998192499,0.24009640006025007,0.24074910880152636,19917,1.2501999999999998,1,3
56,ACCESORIES_1_057,0.17739166833427267,0.22330744107231043,0.3128936850666339,0.28640720552678295,9018,6.426628432024839,-1,3
57,ACCESORIES_1_058,0.24315428736200204,0.28902238793936674,0.2604204508699359,0.2074028738286952,5069,11.064770881830736,1,2
58,ACCESORIES_1_060,0.27145508068434293,0.20421677112037243,0.23729362715279637,0.28703452104248833,3390,39.02694327433628,-1,2
59,ACCESORIES_1_061,0.26751560492061793,0.2645275062456161,0.2333035947858877,0.2346532940478784,6874,3.7128283095723016,1,3
60,ACCESORIES_1_062,0.2134632418069088,0.2736935341009743,0.2621789193976971,0.25066430469441986,1129,1.2901,1,3
61,ACCESORIES_1_063,0.2778723768817775,0.2731379033846827,0.2354934697666045,0.21349624996693528,4772,7.059454379715004,1,3
62,ACCESORIES_1_064,0.2637840997950906,0.22865861311751667,0.2496885863462045,0.2578687007411882,19653,17.145973174578945,1,2
63,ACCESORIES_1_065,0.2710280373831775,0.2566498921639108,0.23867721063982744,0.23364485981308408,1391,6.4904,1,3
64,ACCESORIES_1_066,0.28526170798898076,0.17527548209366392,0.2574380165289256,0.2820247933884298,2905,1.6619277108433734,1,0
65,ACCESORIES_1_067,0.25845449900446,0.2971470939699784,0.2258229249967634,0.2185754820287982,65118,0.7399081375349366,1,3
66,ACCESORIES_1_068,0.22520080106828744,0.2693262880177832,0.26958849867458407,0.23588441223934528,9704,9.304017467023908,1,3
67,ACCESORIES_1_069,0.2753625269399499,0.23962128173991049,0.23552011880928156,0.249496072510858,3252,17.94410479704797,1,2
68,ACCESORIES_1_070,0.24168297900363794,0.2543679972386355,0.26760710506356133,0.23634191869416526,1498,7.819512149532711,1,3
69,ACCESORIES_1_072,0.21860773899848254,0.23757587253414267,0.2891691957511381,0.2546471927162367,10544,2.6201,1,3
70,ACCESORIES_1_073,0.2672908256299649,0.25501055080889534,0.24119365818046049,0.23650496538067917,11223,7.109853158691973,1,3
71,ACCESORIES_1_074,0.2621902044060047,0.25767066946707884,0.24495580062028788,0.23518332550662863,26401,4.881041059050793,1,3
72,ACCESORIES_1_075,0.2569110641149275,0.2754128542793885,0.24583721653654175,0.22183886506914233,6891,9.300602568567697,1,3
73,ACCESORIES_1_076,0.20372796950190464,0.3265023840068867,0.2867652545696699,0.1830043919215388,10331,4.313059587648825,1,1
74,ACCESORIES_1_077,0.20179829475565345,0.2906882033750531,0.2796088313760881,0.2279046704932054,3198,13.050818386491558,-1,2
75,ACCESORIES_1_078,0.2808181160719906,0.2177339903242152,0.23975194776856232,0.261695945835232,17914,16.58348742882662,1,2
76,ACCESORIES_1_079,0.27270167154166197,0.23130479056255068,0.2306330519485733,0.26536048594721406,10539,10.6877886326976,1,2
77,ACCESORIES_1_080,0.2857199092056825,0.28719868418431665,0.21742734889509235,0.2096540577149085,37883,0.7402549058944645,1,3
78,ACCESORIES_1_081,0.24953173777315293,0.2172736732570239,0.26826222684703427,0.2649323621227887,4805,19.5776,0,2
79,ACCESORIES_1_082,0.23063444873758074,0.2779152176946628,0.2728370771720256,0.21861325639573084,2820,5.1034693971631215,1,3
80,ACCESORIES_1_083,0.29677057926473815,0.1640056989091859,0.26241623023220023,0.2768074915938758,2049,22.269431722791605,-1,2
81,ACCESORIES_1_084,0.24989692417811427,0.31923452893414583,0.2391973094602842,0.1916712374274558,12088,5.590677225347453,1,3
82,ACCESORIES_1_085,0.261085581490457,0.2332483164727306,0.21901674270287297,0.2866493593339394,7867,19.577978695817976,-1,2
83,ACCESORIES_1_086,0.2461216269306609,0.23733756703954056,0.2620534171611367,0.25448738886866173,12197,11.06339078461917,1,2
84,ACCESORIES_1_087,0.23755095718860816,0.2322105924655144,0.2868584203113959,0.24338003003448153,13856,16.44739662240185,-1,2
85,ACCESORIES_1_088,0.2876913057635949,0.2352653858677955,0.2199609247802019,0.2570823835884077,6142,3.4181,1,0
86,ACCESORIES_1_089,0.2580884121422617,0.2572286529003276,0.2534844517209962,0.2311984832364146,19563,10.673546756632419,1,2
87,ACCESORIES_1_090,0.24773771343949988,0.19681771852121957,0.2821712132217812,0.2732733548174993,20329,1.349230665551675,1,3
88,ACCESORIES_1_091,0.2915111659543731,0.25194877505567925,0.21612592548004572,0.24041413350990187,3840,0.9206370833333334,1,3
89,ACCESORIES_1_092,0.2589875044773327,0.2601934207718761,0.24147608767946974,0.23934298707132146,6696,3.099835528673835,1,3
90,ACCESORIES_1_093,0.24685435634077427,0.20521409679925456,0.2641120471904348,0.2838194996695363,2765,26.214795443037975,-1,2
91,ACCESORIES_1_094,0.20066617991770053,0.28940598852375254,0.28747970538112316,0.22244812617742377,3674,17.244307947740886,-1,2
92,ACCESORIES_1_095,0.26568449491325086,0.283405800160412,0.2544978682088733,0.19641183671746382,3705,10.204492307692307,1,2
93,ACCESORIES_1_097,0.26341013227984394,0.24183646284256682,0.24285375748225677,0.25189964739533255,11455,5.521736211261458,1,3
94,ACCESORIES_1_098,0.30414701987529813,0.3060147387337557,0.23087217835625443,0.15896606303469185,10630,19.462465540921922,-1,2
95,ACCESORIES_1_099,0.3230876957093003,0.33969027196878415,0.21080275591400655,0.12641927640790887,15010,19.50649683544304,-1,2
96,ACCESORIES_1_100,0.2752113415271018,0.30037959809018044,0.22128010821141333,0.20312895217130436,7552,14.858273225635592,1,2
97,ACCESORIES_1_102,0.28272251308900526,0.212565445026178,0.2256544502617801,0.27905759162303667,1910,6.623400000000002,1,0
98,ACCESORIES_1_103,0.27323699000307017,0.25836063497458484,0.23810144106172187,0.23030093396062312,70603,0.9399897398127558,1,3
99,ACCESORIES_1_104,0.2733002371922128,0.26467532775200114,0.22898156534054803,0.2330428697152381,2608,31.859079064417184,-1,2
100,ACCESORIES_1_105,0.2738271060896604,0.25228669196783615,0.23667380034570346,0.2372124015968,12366,8.874197525473072,1,3
101,ACCESORIES_1_106,0.2562375431698842,0.2733263424166567,0.22520877817665602,0.2452273362368032,3999,3.415785221305326,1,3
102,ACCESORIES_1_107,0.2517439197152997,0.2259523293289883,0.2763992520585507,0.2459044988971613,3083,5.2925372040220555,1,3
103,ACCESORIES_1_108,0.22436967611142933,0.28724436379418494,0.2659076409055011,0.22247831918888453,19279,16.96664629389491,-1,2
104,ACCESORIES_1_109,0.15727649641072797,0.27414084850383036,0.3456628456441384,0.2229198094413032,9010,7.654030432852387,-1,1
105,ACCESORIES_1_110,0.2568994889267462,0.2606473594548552,0.24190800681431004,0.24054514480408856,2935,4.8811,1,3
106,ACCESORIES_1_111,0.2813979910222106,0.2562393824026525,0.2117724424238737,0.25059018415126316,7562,4.075999748743719,1,3
107,ACCESORIES_1_112,0.3014681224495129,0.21945621545818397,0.21994399271818232,0.2591316693741208,1737,3.516238226827864,1,0
108,ACCESORIES_1_113,0.2924658913168042,0.2194539513418921,0.24449537732488807,0.24358478001641548,2197,1.9545309512972238,1,3
109,ACCESORIES_1_114,0.20960980328926154,0.21670428893905194,0.2521767171880039,0.3215091905836827,3101,7.940099999999999,-1,3
110,ACCESORIES_1_115,0.32829914752061223,0.2247389733644407,0.20474730899186583,0.24221457012308123,19394,0.8918159533876456,1,0
111,ACCESORIES_1_116,0.19802356518434053,0.24021284682630178,0.30672748004561,0.2550361079437476,5262,8.6051,-1,3
112,ACCESORIES_1_117,0.26328675448311617,0.24443622310719423,0.23989914461436956,0.25237787779532017,3492,16.1630040091638,1,2
113,ACCESORIES_1_118,0.2778929092711822,0.23729117514570097,0.2535661549478747,0.2312497606352422,2968,14.742736320754718,1,2
114,ACCESORIES_1_119,0.2587592473098515,0.21437602969587272,0.25413789000260234,0.27272683299167344,5955,2.308636557514694,1,3
115,ACCESORIES_1_120,0.25388688186334074,0.2696086855175019,0.22702865883404116,0.24947577378511623,3901,14.026740502435272,1,2
116,ACCESORIES_1_121,0.23542397431199066,0.26612044744603247,0.2670802575781373,0.2313753206638396,4347,1.402585507246377,1,3
117,ACCESORIES_1_122,0.26454010544416817,0.19329780190202045,0.2608916509655865,0.2812704416882249,7208,2.31022365427303,1,3
118,ACCESORIES_1_123,0.2476571596865991,0.21603665004468697,0.2635544895936055,0.27275170067510845,5793,10.586191593302262,1,2
119,ACCESORIES_1_124,0.2637379673360493,0.23931211017774096,0.24551050942784006,0.2514394130583697,7421,7.95369033822935,1,3
120,ACCESORIES_1_125,0.3858777363785216,0.27883447780037407,0.16018432858900536,0.175103457232099,1274,15.595179120879122,-1,2
121,ACCESORIES_1_126,0.27679973011211156,0.24537280282284651,0.23040871389220463,0.24741875317283718,2587,12.739960494781602,1,2
122,ACCESORIES_1_127,0.2687244075796932,0.2443360008034365,0.24927759188163923,0.23766199973523117,8316,1.4013875420875421,1,3
123,ACCESORIES_1_128,0.2655658249652613,0.2447508448801123,0.24140563428321168,0.24827769587141474,4675,11.276909262032085,1,2
124,ACCESORIES_1_129,0.2578030967306237,0.21705071717870375,0.24917988740811745,0.2759662986825551,9094,6.444828414339125,1,3
125,ACCESORIES_1_130,0.264867120089135,0.24845467325928813,0.25820646485965143,0.2284717417919255,11782,3.5065186980139194,1,3
126,ACCESORIES_1_131,0.2988466715985301,0.2167690432589107,0.210385413003141,0.2739988721394181,19712,0.8901607954545455,1,0
127,ACCESORIES_1_132,0.29593589148186855,0.2629181340867165,0.2217384573706413,0.21940751706077377,11804,5.589839918671637,1,3
128,ACCESORIES_1_133,0.23491116698495262,0.23886086229824036,0.2863662024572042,0.23986176825960281,4202,16.668454474059974,-1,2
129,ACCESORIES_1_134,0.2738114372442964,0.22799743923354943,0.22058060648331287,0.27761051703884126,55216,4.689206021805274,1,0
130,ACCESORIES_1_135,0.2939660882943716,0.23705660498311895,0.21306145561776144,0.25591585110474807,1913,26.028788290642968,-1,2
131,ACCESORIES_1_136,0.24567188788128608,0.22093981863149217,0.2769991755976917,0.2563891178895301,1213,6.4904,1,3
132,ACCESORIES_1_137,0.3705730381109265,0.2840490177477441,0.1723965453753435,0.17298139876598598,7136,12.613208576233184,-1,2
133,ACCESORIES_1_138,0.230470268169452,0.2809949475320637,0.2642829382044306,0.22425184609405366,2573,7.8204,1,3
134,ACCESORIES_1_139,0.2945988089957119,0.23107577977622742,0.2255089101280173,0.24881650110004347,6930,3.426494545454546,1,0
135,ACCESORIES_1_140,0.2543223605039073,0.258336252989474,0.22870809024022423,0.2586332962663945,4985,1.4011716750250753,1,3
136,ACCESORIES_1_141,0.3018767766894743,0.3387446837172057,0.2200953619985427,0.1392831775947772,14437,19.463190704439985,-1,2
137,ACCESORIES_1_142,0.2762107168591862,0.2697999785878456,0.22086561291532553,0.23312369163764254,27996,1.2513373124732106,1,3
138,ACCESORIES_1_143,0.26261151617578166,0.24277714766996325,0.25189059133272335,0.24272074482153175,8073,11.274647070481853,1,2
139,ACCESORIES_1_144,0.26293004222192656,0.28971350710118404,0.22722558873830503,0.2201308619385844,8729,14.865621331194866,1,2
140,ACCESORIES_1_145,0.2651329909981632,0.2602717081537573,0.2510701831180184,0.22352511773006128,5892,1.7069213679565514,1,3
141,ACCESORIES_1_146,0.1648292955364609,0.3335480598624207,0.30346132910718165,0.19816131549393667,9867,6.4657369717239295,-1,1
142,ACCESORIES_1_147,0.25938977492600623,0.21381989546586097,0.2519701977309998,0.27482013187713283,40124,13.305936671318909,-1,2
143,ACCESORIES_1_148,0.23655770513675783,0.24876584389593062,0.25517011340893925,0.2595063375583722,14990,6.4904,1,3
144,ACCESORIES_1_149,0.24993401771624316,0.22645119785337633,0.2834846343756701,0.2401301500547103,9457,2.046172020725389,1,3
145,ACCESORIES_1_150,0.2539880976249501,0.2697814393442876,0.2473080488454979,0.22892241418526416,17142,2.3025114864076537,1,3
146,ACCESORIES_1_151,0.26141500811612134,0.247468633096516,0.24368063739739895,0.24743572138996373,12681,6.660303540730227,1,3
147,ACCESORIES_1_152,0.26255800939556173,0.2379000064157857,0.2600184275622153,0.23952355662643735,4450,6.7081733033707875,1,3
148,ACCESORIES_1_153,0.27993894172081824,0.2542118700233658,0.23364518298276443,0.2322040052730516,27123,8.182298967665819,1,3
149,ACCESORIES_1_154,0.25987716176181896,0.2379128020436259,0.2279070155337638,0.27430302066079115,11210,3.698842711864407,1,3
150,ACCESORIES_1_155,0.26948640483383685,0.19249028916702632,0.23495899870522227,0.3030643072939146,11585,25.243399999999998,-1,2
151,ACCESORIES_1_156,0.2726152282024352,0.26982893809256625,0.2418509406726421,0.21570489303235646,4487,2.472323868954758,1,3
152,ACCESORIES_1_157,0.28389107739150243,0.2687175180660604,0.2205870408013968,0.22680436374104038,6757,14.878997572887375,1,2
153,ACCESORIES_1_158,0.31978134829238514,0.24149783965297192,0.20176070467648555,0.2369601073781574,24450,30.436752993865035,-1,2
154,ACCESORIES_1_159,0.23205065061666905,0.2396350721758302,0.26906563302604225,0.2592486441814585,9985,4.308204997496245,1,3
155,ACCESORIES_1_160,0.2578343158183809,0.21022566838518422,0.2593996415875769,0.27254037420885796,4322,26.221217723276258,-1,2
156,ACCESORIES_1_161,0.24757570180778324,0.27388553065587,0.21391157858973087,0.26462718894661585,4083,0.920400391868724,1,3
157,ACCESORIES_1_162,0.21281039684381528,0.32072406590856345,0.28823392898584355,0.17823160826177767,2156,5.289717207792208,1,1
158,ACCESORIES_1_163,0.2551567296978639,0.2496089740107114,0.2442537527533853,0.25098054353803934,4503,12.395174683544305,1,2
159,ACCESORIES_1_164,0.2631002853502086,0.25909069906180465,0.24625764074213644,0.2315513748458503,10858,11.929222969239271,1,2
160,ACCESORIES_1_165,0.2590763093289689,0.2596337970540098,0.2600404050736498,0.22124948854337154,3937,6.6050698501397,1,3
161,ACCESORIES_1_166,0.2765581691891189,0.280263384818135,0.23100294007059916,0.21217550592214693,10893,14.853087872945927,1,2
162,ACCESORIES_1_167,0.33406892627814355,0.20462759760492022,0.1813135007721694,0.2799899753447669,22003,0.8924050356769532,1,0
163,ACCESORIES_1_168,0.2655378102751587,0.2643832980565711,0.20935154897055996,0.2607273426977102,5197,6.4239000000000015,1,3
164,ACCESORIES_1_169,0.2866704954624696,0.29710844453133906,0.20727349006957,0.20894756993662117,44042,0.7413960310612596,1,3
165,ACCESORIES_1_170,0.26608579088471845,0.21380697050938335,0.2312332439678284,0.2888739946380697,1492,23.9001,-1,2
166,ACCESORIES_1_171,0.26474055566308313,0.2763652572742362,0.23023790950875572,0.22865627755392506,3596,3.7835984983314797,1,3
167,ACCESORIES_1_172,0.26454792931586474,0.24698608317903487,0.22761094159841555,0.26085504590668496,9624,3.8982805798004985,1,3
168,ACCESORIES_1_173,0.2549616141146341,0.2099619846699446,0.2666901149207437,0.26838628629467776,7504,14.58833115671642,1,2
169,ACCESORIES_1_174,0.23706614276358876,0.22789783889980356,0.26260641781270466,0.2724296005239031,1527,6.4904,1,3
170,ACCESORIES_1_175,0.2251780770475365,0.22705972122902127,0.22233164078573625,0.325430560937706,2540,2.6213881102362206,1,3
171,ACCESORIES_1_176,0.22838698099881052,0.31830673381539926,0.2678646611005919,0.18544162408519818,3024,7.646743518518519,1,3
172,ACCESORIES_1_177,0.21872827739444484,0.15284670886130214,0.2985653919199512,0.3298596218243018,11758,5.540811898282022,-1,3
173,ACCESORIES_1_178,0.268793990738198,0.27601449084541213,0.22676226285912054,0.2284292555572693,89876,0.6293908763184832,1,3
174,ACCESORIES_1_179,0.26090559517678935,0.2288498863676753,0.23908109645982925,0.2711634219957059,17939,9.136347477562852,1,3
175,ACCESORIES_1_180,0.273422611202732,0.2508963165297796,0.24265043771970543,0.23303063454778294,1288,26.56069891304348,-1,2
176,ACCESORIES_1_181,0.2614358164971552,0.21251386535840228,0.22065924605561596,0.3053910720888266,924,2.608282575757576,1,0
177,ACCESORIES_1_183,0.25332082655891536,0.1942562506127902,0.2796760741353206,0.27274684869297383,4114,10.584262202236266,1,2
178,ACCESORIES_1_184,0.2670752526447343,0.21126249329256325,0.23359044969213416,0.28807180437056823,3307,16.354061263985486,-1,2
179,ACCESORIES_1_185,0.2651960448717322,0.2528130409694172,0.22943093684900295,0.25255997730984775,5185,4.196366750241081,1,3
180,ACCESORIES_1_186,0.32512077000598244,0.10308216012976584,0.2459463393226254,0.3258507305416263,1115,21.55371757847534,-1,2
181,ACCESORIES_1_187,0.23498044191964187,0.2791016706692028,0.26136315224972184,0.22455473516143354,5353,9.273021875583785,1,3
182,ACCESORIES_1_188,0.29144359385067997,0.2628606844712788,0.2417310159914974,0.20396470568654385,1961,17.114787251402348,1,2
183,ACCESORIES_1_189,0.2691121339401253,0.2522682561044815,0.24923848891933867,0.2293811210360546,57266,0.6278117451891174,1,3
184,ACCESORIES_1_190,0.31968823417161196,0.1847953938992001,0.21169559817682998,0.2838207737523579,1283,13.254927201870615,-1,2
185,ACCESORIES_1_191,0.2781986767632096,0.24496991985968683,0.20879008195210455,0.2680413214249991,1773,11.924143880428652,1,2
186,ACCESORIES_1_192,0.2708029760583632,0.2608490065330464,0.23680604475667535,0.231541972651915,1197,4.605644444444445,1,3
187,ACCESORIES_1_193,0.2792664528581039,0.23171818583901194,0.2544487918699191,0.2345665694329651,5146,11.260434920326466,1,2
188,ACCESORIES_1_194,0.2491812566092621,0.2763215402299909,0.2640605991696566,0.2104366039910906,22500,3.5975944355555556,1,3
189,ACCESORIES_1_195,0.27968841106859843,0.26226280979803085,0.23218512080943152,0.2258636583239392,6441,14.873616519174043,1,2
190,ACCESORIES_1_197,0.24466935813057208,0.24422539639955404,0.2568201781904882,0.2542850672793858,2713,16.993973276815336,1,2
191,ACCESORIES_1_198,0.246622475258155,0.21445432631143913,0.25105946131977097,0.2878637371106349,8119,11.138008744919327,1,2
192,ACCESORIES_1_199,0.26117706634568094,0.20817963552587299,0.2558097771220005,0.2748335210064456,6684,4.919615080789947,1,3
193,ACCESORIES_1_200,0.25972690456987463,0.20114098399297378,0.25311179881382734,0.2860203126233243,8345,10.439680802875973,1,2
194,ACCESORIES_1_201,0.26025239968024294,0.25211141809031334,0.2524167499784625,0.23521943225098121,22851,7.262719027613672,1,3
195,ACCESORIES_1_202,0.27798214841411584,0.2621189322542064,0.23385090101518086,0.22604801831649696,18640,2.28369847639485,1,3
196,ACCESORIES_1_203,0.2966769330263455,0.16507455848434993,0.23599588703714627,0.3022526214521583,3818,17.36598905185961,-1,2
197,ACCESORIES_1_204,0.4302703380002059,0.1914298424711955,0.16455193943620655,0.213747880092392,4159,13.16921933157009,-1,0
198,ACCESORIES_1_205,0.2447777182645956,0.22763792179967862,0.27745045527584355,0.25013390465988217,1867,7.820400000000001,1,3
199,ACCESORIES_1_206,0.3234736045452373,0.19599023994746956,0.15055482168482673,0.32998133382246625,4353,3.964438823799678,-1,0
200,ACCESORIES_1_207,0.25234031040481414,0.2732965875520614,0.2672346261190659,0.20712847592405875,5812,3.5609239676531317,1,3
201,ACCESORIES_1_208,0.25759567223031365,0.2296438014138328,0.2588745159931592,0.2538860103626943,5474,4.308959462915602,1,3
202,ACCESORIES_1_209,0.26653952591406754,0.26414958361166146,0.23419184200743762,0.2351190484668335,49684,0.9397441530472587,1,3
203,ACCESORIES_1_210,0.2549349326760621,0.22889885992360584,0.22626076147103996,0.28990544592929207,8942,7.645707727577723,1,0
204,ACCESORIES_1_211,0.3109241404359606,0.18940119983043727,0.2328556500759598,0.26681900965764227,8831,6.402154025591666,1,0
205,ACCESORIES_1_212,0.2467218984502476,0.3023158027671382,0.25728271679527454,0.19367958198733964,934,9.922611670235547,1,3
206,ACCESORIES_1_213,0.27351495759558303,0.2485425939012926,0.2523028563688304,0.2256395921342939,9478,11.064000295420975,1,2
207,ACCESORIES_1_214,0.24332301184920338,0.2892519585081573,0.253399677006473,0.2140253526361664,1937,13.116361125451728,1,2
208,ACCESORIES_1_215,0.3133123338147795,0.2967823515397824,0.18650632478734472,0.20339898985809343,8635,14.456125026056744,-1,2
209,ACCESORIES_1_216,0.24581292215993683,0.26472028662995006,0.24632230649225673,0.2431444847178563,14162,2.295360055076967,1,3
210,ACCESORIES_1_217,0.2012307692307692,0.22953846153846152,0.25784615384615384,0.31138461538461537,1625,4.6151,1,3
211,ACCESORIES_1_218,0.24697438688902237,0.27257246096231674,0.22749934025582286,0.252953811892838,2509,14.101085133519332,1,2
212,ACCESORIES_1_219,0.33214285714285713,0.24464285714285716,0.2011904761904762,0.22202380952380954,1680,2.3142,1,0
