,item,Q1,Q2,Q3,Q4,units_total,avg_price,cluster_kmeans
59,ACCESORIES_1_061,0.2675156049206177,0.264527506245616,0.23330359478588772,0.23465329404787874,6874,3.7128283095723016,3
60,ACCESORIES_1_062,0.21346324180690876,0.2736935341009743,0.26217891939769716,0.2506643046944198,1129,1.2901,3
61,ACCESORIES_1_063,0.27787237688177774,0.27313790338468275,0.23549346976660446,0.21349624996693503,4772,7.059454379715004,3
62,ACCESORIES_1_064,0.2637840997950909,0.22865861311751695,0.24968858634620425,0.25786870074118795,19653,17.145973174578945,2
63,ACCESORIES_1_065,0.2710280373831779,0.25664989216391093,0.23867721063982722,0.23364485981308386,1391,6.4904,3
64,ACCESORIES_1_066,0.28526170798898043,0.17527548209366414,0.2574380165289257,0.28202479338842973,2905,1.6619277108433734,0
65,ACCESORIES_1_067,0.2584544990044598,0.2971470939699785,0.22582292499676337,0.2185754820287984,65118,0.7399081375349366,3
66,ACCESORIES_1_068,0.22520080106828733,0.2693262880177834,0.26958849867458384,0.23588441223934536,9704,9.304017467023908,3
67,ACCESORIES_1_069,0.27536252693994995,0.2396212817399104,0.2355201188092817,0.24949607251085804,3252,17.94410479704797,2
68,ACCESORIES_1_070,0.2416829790036378,0.2543679972386354,0.26760710506356145,0.23634191869416535,1498,7.819512149532711,3
69,ACCESORIES_1_072,0.21860773899848263,0.23757587253414275,0.289169195751138,0.25464719271623676,10544,2.6201,3
70,ACCESORIES_1_073,0.2672908256299648,0.2550105508088955,0.24119365818046068,0.23650496538067914,11223,7.109853158691973,3
71,ACCESORIES_1_074,0.26219020440600455,0.2576706694670786,0.24495580062028813,0.2351833255066287,26401,4.881041059050793,3
72,ACCESORIES_1_075,0.25691106411492737,0.2754128542793884,0.24583721653654203,0.2218388650691421,6891,9.300602568567697,3
73,ACCESORIES_1_076,0.2037279695019048,0.3265023840068865,0.28676525456967,0.18300439192153867,10331,4.313059587648825,1
74,ACCESORIES_1_077,0.20179829475565333,0.29068820337505297,0.2796088313760881,0.22790467049320556,3198,13.050818386491558,2
75,ACCESORIES_1_078,0.28081811607199,0.21773399032421598,0.23975194776856246,0.2616959458352316,17914,16.58348742882662,2
76,ACCESORIES_1_079,0.272701671541662,0.23130479056255088,0.23063305194857336,0.2653604859472138,10539,10.6877886326976,2
77,ACCESORIES_1_080,0.2857199092056825,0.28719868418431693,0.21742734889509208,0.20965405771490847,37883,0.7402549058944645,3
78,ACCESORIES_1_081,0.24953173777315288,0.21727367325702418,0.2682622268470344,0.2649323621227886,4805,19.5776,2
79,ACCESORIES_1_082,0.23063444873758077,0.2779152176946627,0.2728370771720257,0.21861325639573073,2820,5.1034693971631215,3
80,ACCESORIES_1_083,0.2967705792647381,0.16400569890918565,0.2624162302322002,0.27680749159387597,2049,22.269431722791605,2
81,ACCESORIES_1_084,0.2498969241781145,0.31923452893414583,0.23919730946028403,0.1916712374274557,12088,5.590677225347453,3
82,ACCESORIES_1_085,0.261085581490457,0.23324831647273048,0.21901674270287322,0.28664935933393937,7867,19.577978695817976,2
83,ACCESORIES_1_086,0.246121626930661,0.23733756703954076,0.26205341716113684,0.25448738886866135,12197,11.06339078461917,2
84,ACCESORIES_1_087,0.23755095718860825,0.23221059246551412,0.2868584203113959,0.24338003003448178,13856,16.44739662240185,2
85,ACCESORIES_1_088,0.2876913057635948,0.23526538586779563,0.2199609247802019,0.2570823835884076,6142,3.4181,0
86,ACCESORIES_1_089,0.2580884121422618,0.25722865290032737,0.2534844517209962,0.23119848323641454,19563,10.673546756632419,2
87,ACCESORIES_1_090,0.24773771343949977,0.19681771852121965,0.28217121322178124,0.27327335481749926,20329,1.349230665551675,3
88,ACCESORIES_1_091,0.2915111659543732,0.2519487750556793,0.21612592548004572,0.24041413350990176,3840,0.9206370833333334,3
89,ACCESORIES_1_092,0.2589875044773329,0.26019342077187596,0.24147608767946963,0.23934298707132162,6696,3.099835528673835,3
90,ACCESORIES_1_093,0.2468543563407743,0.20521409679925437,0.26411204719043496,0.28381949966953646,2765,26.214795443037975,2
91,ACCESORIES_1_094,0.2006661799177006,0.289405988523753,0.28747970538112294,0.2224481261774235,3674,17.244307947740886,2
92,ACCESORIES_1_095,0.265684494913251,0.28340580016041217,0.2544978682088734,0.19641183671746335,3705,10.204492307692307,2
93,ACCESORIES_1_097,0.2634101322798437,0.241836462842567,0.24285375748225654,0.25189964739533266,11455,5.521736211261458,3
94,ACCESORIES_1_098,0.3041470198752982,0.30601473873375573,0.23087217835625445,0.15896606303469168,10630,19.462465540921922,2
95,ACCESORIES_1_099,0.32308769570930057,0.3396902719687838,0.21080275591400682,0.12641927640790887,15010,19.50649683544304,2
96,ACCESORIES_1_100,0.2752113415271017,0.3003795980901807,0.22128010821141325,0.20312895217130444,7552,14.858273225635592,2
97,ACCESORIES_1_102,0.2827225130890052,0.21256544502617802,0.22565445026178005,0.27905759162303667,1910,6.623400000000002,0
98,ACCESORIES_1_103,0.27323699000307045,0.2583606349745848,0.23810144106172185,0.23030093396062298,70603,0.9399897398127558,3
99,ACCESORIES_1_104,0.2733002371922127,0.2646753277520012,0.22898156534054814,0.23304286971523802,2608,31.859079064417184,2
100,ACCESORIES_1_105,0.2738271060896604,0.25228669196783565,0.2366738003457036,0.23721240159680038,12366,8.874197525473072,3
101,ACCESORIES_1_106,0.2562375431698841,0.2733263424166569,0.22520877817665597,0.24522733623680318,3999,3.415785221305326,3
102,ACCESORIES_1_107,0.25174391971529986,0.2259523293289884,0.27639925205855026,0.24590449889716148,3083,5.2925372040220555,3
103,ACCESORIES_1_108,0.2243696761114293,0.2872443637941851,0.2659076409055014,0.22247831918888414,19279,16.96664629389491,2
104,ACCESORIES_1_109,0.15727649641072877,0.2741408485038294,0.34566284564413785,0.22291980944130405,9010,7.654030432852387,1
105,ACCESORIES_1_110,0.25689948892674613,0.2606473594548553,0.24190800681431004,0.24054514480408862,2935,4.8811,3
106,ACCESORIES_1_111,0.2813979910222106,0.2562393824026527,0.2117724424238734,0.2505901841512632,7562,4.075999748743719,3
107,ACCESORIES_1_112,0.30146812244951293,0.21945621545818406,0.21994399271818224,0.2591316693741208,1737,3.516238226827864,0
108,ACCESORIES_1_113,0.2924658913168038,0.21945395134189236,0.24449537732488807,0.2435847800164157,2197,1.9545309512972238,3
109,ACCESORIES_1_114,0.2096098032892615,0.21670428893905203,0.2521767171880037,0.32150919058368277,3101,7.940099999999999,3
110,ACCESORIES_1_115,0.3282991475206122,0.22473897336444087,0.2047473089918659,0.24221457012308106,19394,0.8918159533876456,0
111,ACCESORIES_1_116,0.19802356518434053,0.2402128468263017,0.3067274800456101,0.25503610794374765,5262,8.6051,3
112,ACCESORIES_1_117,0.26328675448311645,0.24443622310719412,0.23989914461436931,0.2523778777953201,3492,16.1630040091638,2
113,ACCESORIES_1_118,0.2778929092711822,0.2372911751457009,0.25356615494787477,0.23124976063524214,2968,14.742736320754718,2
114,ACCESORIES_1_119,0.2587592473098514,0.2143760296958726,0.2541378900026024,0.2727268329916735,5955,2.308636557514694,3
115,ACCESORIES_1_120,0.2538868818633407,0.2696086855175019,0.22702865883404116,0.2494757737851163,3901,14.026740502435272,2
116,ACCESORIES_1_121,0.2354239743119907,0.26612044744603247,0.2670802575781372,0.23137532066383967,4347,1.402585507246377,3
117,ACCESORIES_1_122,0.264540105444168,0.19329780190202084,0.2608916509655865,0.2812704416882247,7208,2.31022365427303,3
118,ACCESORIES_1_123,0.24765715968659918,0.21603665004468722,0.2635544895936055,0.27275170067510807,5793,10.586191593302262,2
119,ACCESORIES_1_124,0.2637379673360493,0.23931211017774098,0.24551050942784,0.2514394130583697,7421,7.95369033822935,3
120,ACCESORIES_1_125,0.3858777363785219,0.27883447780037407,0.1601843285890052,0.1751034572320988,1274,15.595179120879122,2
121,ACCESORIES_1_126,0.276799730112112,0.24537280282284624,0.2304087138922046,0.247418753172837,2587,12.739960494781602,2
122,ACCESORIES_1_127,0.2687244075796932,0.2443360008034366,0.24927759188163912,0.23766199973523122,8316,1.4013875420875421,3
123,ACCESORIES_1_128,0.26556582496526143,0.2447508448801124,0.2414056342832115,0.24827769587141468,4675,11.276909262032085,2
124,ACCESORIES_1_129,0.2578030967306237,0.21705071717870383,0.2491798874081175,0.27596629868255507,9094,6.444828414339125,3
125,ACCESORIES_1_130,0.264867120089135,0.24845467325928827,0.2582064648596514,0.22847174179192545,11782,3.5065186980139194,3
126,ACCESORIES_1_131,0.29884667159853034,0.2167690432589106,0.21038541300314118,0.2739988721394179,19712,0.8901607954545455,0
127,ACCESORIES_1_132,0.2959358914818683,0.26291813408671655,0.22173845737064132,0.21940751706077385,11804,5.589839918671637,3
128,ACCESORIES_1_133,0.2349111669849528,0.23886086229824044,0.2863662024572036,0.23986176825960318,4202,16.668454474059974,2
129,ACCESORIES_1_134,0.27381143724429646,0.22799743923354956,0.2205806064833129,0.27761051703884115,55216,4.689206021805274,0
130,ACCESORIES_1_135,0.2939660882943716,0.23705660498311906,0.2130614556177614,0.2559158511047479,1913,26.028788290642968,2
131,ACCESORIES_1_136,0.24567188788128602,0.22093981863149212,0.2769991755976918,0.25638911788953006,1213,6.4904,3
132,ACCESORIES_1_137,0.3705730381109262,0.2840490177477439,0.17239654537534366,0.17298139876598645,7136,12.613208576233184,2
133,ACCESORIES_1_138,0.2304702681694523,0.28099494753206355,0.26428293820443033,0.22425184609405377,2573,7.8204,3
134,ACCESORIES_1_139,0.2945988089957117,0.23107577977622737,0.22550891012801724,0.24881650110004358,6930,3.426494545454546,0
135,ACCESORIES_1_140,0.25432236050390744,0.25833625298947405,0.22870809024022412,0.2586332962663944,4985,1.4011716750250753,3
136,ACCESORIES_1_141,0.3018767766894742,0.3387446837172057,0.2200953619985428,0.1392831775947773,14437,19.463190704439985,2
137,ACCESORIES_1_142,0.2762107168591864,0.26979997858784566,0.2208656129153255,0.2331236916376425,27996,1.2513373124732106,3
138,ACCESORIES_1_143,0.26261151617578204,0.24277714766996314,0.2518905913327234,0.24272074482153147,8073,11.274647070481853,2
139,ACCESORIES_1_144,0.26293004222192645,0.289713507101184,0.22722558873830517,0.22013086193858447,8729,14.865621331194866,2
140,ACCESORIES_1_145,0.26513299099816323,0.26027170815375716,0.25107018311801815,0.2235251177300616,5892,1.7069213679565514,3
141,ACCESORIES_1_146,0.16482929553646028,0.3335480598624218,0.303461329107182,0.1981613154939359,9867,6.4657369717239295,1
142,ACCESORIES_1_147,0.25938977492600596,0.21381989546586055,0.2519701977309995,0.274820131877134,40124,13.305936671318909,2
143,ACCESORIES_1_148,0.2365577051367578,0.24876584389593065,0.25517011340893947,0.25950633755837216,14990,6.4904,3
144,ACCESORIES_1_149,0.24993401771624307,0.22645119785337614,0.28348463437567023,0.24013015005471045,9457,2.046172020725389,3
145,ACCESORIES_1_150,0.2539880976249501,0.26978143934428767,0.24730804884549784,0.2289224141852644,17142,2.3025114864076537,3
146,ACCESORIES_1_151,0.26141500811612145,0.24746863309651607,0.24368063739739895,0.2474357213899634,12681,6.660303540730227,3
147,ACCESORIES_1_152,0.26255800939556173,0.23790000641578574,0.2600184275622153,0.23952355662643723,4450,6.7081733033707875,3
148,ACCESORIES_1_153,0.2799389417208183,0.25421187002336576,0.23364518298276432,0.2322040052730516,27123,8.182298967665819,3
149,ACCESORIES_1_154,0.25987716176181885,0.23791280204362603,0.22790701553376386,0.27430302066079115,11210,3.698842711864407,3
150,ACCESORIES_1_155,0.26948640483383735,0.19249028916702562,0.23495899870522213,0.30306430729391487,11585,25.243399999999998,2
151,ACCESORIES_1_156,0.2726152282024354,0.269828938092566,0.2418509406726421,0.2157048930323565,4487,2.472323868954758,3
152,ACCESORIES_1_157,0.2838910773915024,0.26871751806606053,0.22058704080139682,0.22680436374104035,6757,14.878997572887375,2
153,ACCESORIES_1_158,0.31978134829238514,0.24149783965297186,0.20176070467648566,0.23696010737815748,24450,30.436752993865035,2
154,ACCESORIES_1_159,0.23205065061666882,0.23963507217583005,0.2690656330260425,0.25924864418145854,9985,4.308204997496245,3
155,ACCESORIES_1_160,0.25783431581838095,0.2102256683851842,0.25939964158757695,0.2725403742088579,4322,26.221217723276258,2
156,ACCESORIES_1_161,0.24757570180778335,0.2738855306558699,0.2139115785897309,0.26462718894661585,4083,0.920400391868724,3
157,ACCESORIES_1_162,0.21281039684381522,0.32072406590856356,0.28823392898584366,0.17823160826177764,2156,5.289717207792208,1
158,ACCESORIES_1_163,0.255156729697864,0.24960897401071136,0.24425375275338532,0.2509805435380392,4503,12.395174683544305,2
159,ACCESORIES_1_164,0.2631002853502088,0.2590906990618046,0.24625764074213644,0.23155137484585003,10858,11.929222969239271,2
160,ACCESORIES_1_165,0.25907630932896897,0.25963379705400985,0.26004040507364967,0.22124948854337145,3937,6.6050698501397,3
161,ACCESORIES_1_166,0.27655816918911874,0.280263384818135,0.23100294007059943,0.21217550592214696,10893,14.853087872945927,2
162,ACCESORIES_1_167,0.3340689262781435,0.2046275976049202,0.18131350077216943,0.27998997534476694,22003,0.8924050356769532,0
163,ACCESORIES_1_168,0.2655378102751588,0.26438329805657096,0.20935154897055996,0.26072734269771036,5197,6.4239000000000015,3
164,ACCESORIES_1_169,0.28667049546246964,0.2971084445313386,0.20727349006957038,0.2089475699366214,44042,0.7413960310612596,3
165,ACCESORIES_1_170,0.26608579088471873,0.21380697050938302,0.23123324396782816,0.28887399463807,1492,23.9001,2
166,ACCESORIES_1_171,0.2647405556630831,0.27636525727423616,0.2302379095087558,0.22865627755392495,3596,3.7835984983314797,3
167,ACCESORIES_1_172,0.26454792931586457,0.24698608317903487,0.22761094159841572,0.2608550459066849,9624,3.8982805798004985,3
168,ACCESORIES_1_173,0.2549616141146337,0.2099619846699445,0.2666901149207439,0.26838628629467787,7504,14.58833115671642,2
169,ACCESORIES_1_174,0.2370661427635887,0.22789783889980317,0.26260641781270483,0.27242960052390314,1527,6.4904,3
170,ACCESORIES_1_175,0.22517807704753653,0.22705972122902113,0.22233164078573633,0.3254305609377061,2540,2.6213881102362206,3
171,ACCESORIES_1_176,0.22838698099881063,0.3183067338153995,0.2678646611005919,0.18544162408519804,3024,7.646743518518519,3
172,ACCESORIES_1_177,0.21872827739444492,0.15284670886130222,0.2985653919199512,0.3298596218243017,11758,5.540811898282022,3
173,ACCESORIES_1_178,0.268793990738198,0.27601449084541224,0.2267622628591204,0.2284292555572693,89876,0.6293908763184832,3
174,ACCESORIES_1_179,0.2609055951767894,0.2288498863676754,0.23908109645982922,0.27116342199570587,17939,9.136347477562852,3
175,ACCESORIES_1_180,0.2734226112027318,0.2508963165297795,0.24265043771970565,0.2330306345477832,1288,26.56069891304348,2
176,ACCESORIES_1_181,0.2614358164971552,0.2125138653584021,0.2206592460556159,0.30539107208882665,924,2.608282575757576,0
177,ACCESORIES_1_183,0.25332082655891547,0.19425625061279,0.27967607413532053,0.27274684869297394,4114,10.584262202236266,2
178,ACCESORIES_1_184,0.26707525264473453,0.21126249329256327,0.23359044969213402,0.28807180437056823,3307,16.354061263985486,2
179,ACCESORIES_1_185,0.26519604487173204,0.25281304096941737,0.22943093684900306,0.2525599773098475,5185,4.196366750241081,3
180,ACCESORIES_1_186,0.32512077000598244,0.1030821601297657,0.2459463393226254,0.32585073054162644,1115,21.55371757847534,2
181,ACCESORIES_1_187,0.23498044191964174,0.27910167066920305,0.26136315224972173,0.22455473516143357,5353,9.273021875583785,3
182,ACCESORIES_1_188,0.29144359385067997,0.2628606844712788,0.24173101599149743,0.20396470568654385,1961,17.114787251402348,2
183,ACCESORIES_1_189,0.2691121339401253,0.2522682561044812,0.24923848891933872,0.22938112103605465,57266,0.6278117451891174,3
184,ACCESORIES_1_190,0.31968823417161246,0.18479539389919988,0.2116955981768297,0.2838207737523581,1283,13.254927201870615,2
185,ACCESORIES_1_191,0.27819867676320914,0.24496991985968697,0.2087900819521049,0.268041321424999,1773,11.924143880428652,2
186,ACCESORIES_1_192,0.2708029760583634,0.26084900653304643,0.23680604475667533,0.23154197265191487,1197,4.605644444444445,3
187,ACCESORIES_1_193,0.27926645285810403,0.23171818583901188,0.254448791869919,0.23456656943296506,5146,11.260434920326466,2
188,ACCESORIES_1_194,0.24918125660926196,0.27632154022999067,0.2640605991696566,0.2104366039910908,22500,3.5975944355555556,3
189,ACCESORIES_1_195,0.2796884110685983,0.262262809798031,0.23218512080943143,0.22586365832393926,6441,14.873616519174043,2
190,ACCESORIES_1_197,0.24466935813057203,0.2442253963995541,0.25682017819048797,0.2542850672793859,2713,16.993973276815336,2
191,ACCESORIES_1_198,0.24662247525815523,0.2144543263114392,0.2510594613197707,0.2878637371106349,8119,11.138008744919327,2
192,ACCESORIES_1_199,0.26117706634568066,0.208179635525873,0.25580977712200037,0.2748335210064458,6684,4.919615080789947,3
193,ACCESORIES_1_200,0.2597269045698747,0.2011409839929739,0.2531117988138272,0.28602031262332434,8345,10.439680802875973,2
194,ACCESORIES_1_201,0.2602523996802432,0.2521114180903133,0.25241674997846236,0.23521943225098096,22851,7.262719027613672,3
195,ACCESORIES_1_202,0.2779821484141158,0.26211893225420646,0.23385090101518088,0.22604801831649685,18640,2.28369847639485,3
196,ACCESORIES_1_203,0.2966769330263454,0.16507455848434993,0.23599588703714638,0.30225262145215825,3818,17.36598905185961,2
197,ACCESORIES_1_204,0.4302703380002056,0.19142984247119552,0.16455193943620663,0.21374788009239215,4159,13.16921933157009,0
198,ACCESORIES_1_205,0.24477771826459568,0.22763792179967865,0.2774504552758435,0.25013390465988217,1867,7.820400000000001,3
199,ACCESORIES_1_206,0.3234736045452373,0.19599023994746947,0.15055482168482662,0.32998133382246647,4353,3.964438823799678,0
200,ACCESORIES_1_207,0.2523403104048142,0.2732965875520616,0.26723462611906557,0.2071284759240587,5812,3.5609239676531317,3
201,ACCESORIES_1_208,0.25759567223031365,0.2296438014138328,0.25887451599315936,0.25388601036269426,5474,4.308959462915602,3
202,ACCESORIES_1_209,0.2665395259140677,0.26414958361166124,0.23419184200743784,0.23511904846683335,49684,0.9397441530472587,3
203,ACCESORIES_1_210,0.2549349326760622,0.22889885992360604,0.22626076147104,0.289905445929292,8942,7.645707727577723,0
204,ACCESORIES_1_211,0.3109241404359606,0.18940119983043743,0.23285565007595976,0.26681900965764227,8831,6.402154025591666,0
205,ACCESORIES_1_212,0.24672189845024758,0.3023158027671383,0.25728271679527465,0.19367958198733942,934,9.922611670235547,3
206,ACCESORIES_1_213,0.27351495759558314,0.2485425939012925,0.25230285636883026,0.22563959213429402,9478,11.064000295420975,2
207,ACCESORIES_1_214,0.24332301184920369,0.2892519585081571,0.253399677006473,0.2140253526361662,1937,13.116361125451728,2
208,ACCESORIES_1_215,0.3133123338147796,0.2967823515397824,0.1865063247873446,0.20339898985809335,8635,14.456125026056744,2
209,ACCESORIES_1_216,0.24581292215993672,0.26472028662995023,0.2463223064922566,0.2431444847178565,14162,2.295360055076967,3
210,ACCESORIES_1_217,0.2012307692307693,0.22953846153846152,0.2578461538461537,0.31138461538461537,1625,4.6151,3
211,ACCESORIES_1_218,0.24697438688902246,0.2725724609623169,0.22749934025582258,0.2529538118928381,2509,14.101085133519332,2
212,ACCESORIES_1_219,0.33214285714285724,0.24464285714285708,0.2011904761904762,0.22202380952380948,1680,2.3142,0
213,ACCESORIES_1_220,0.2754263573246442,0.2347792456930535,0.22734253118472825,0.26245186579757407,7237,4.067633259637971,3
214,ACCESORIES_1_221,0.21169165860798292,0.2193480566133438,0.2636798956415196,0.30528038913715366,4820,3.900567157676348,3
215,ACCESORIES_1_223,0.2769169147156534,0.2539524217173106,0.2453053947709441,0.2238252687960919,4798,1.411795831596499,3
216,ACCESORIES_1_224,0.24877548290913645,0.27354547384626005,0.22184873320819276,0.2558303100364107,2699,5.268736606150428,3
217,ACCESORIES_1_225,0.2609398711249531,0.21243991727301445,0.25616401834032587,0.27045619326170656,5221,39.164887780118754,2
218,ACCESORIES_1_226,0.31008872073764476,0.3012880932098597,0.21814771884157166,0.1704754672109237,10931,19.482218644222858,2
219,ACCESORIES_1_227,0.20641694789559414,0.25682224610777593,0.29403951129531125,0.2427212947013187,4328,2.6188585027726434,3
220,ACCESORIES_1_228,0.254827657807309,0.23401162790697688,0.24075996677740863,0.27040074750830556,19264,9.137099999999998,3
